Time,Fitnes
0.000217907,5.0
0.000293942,5.0
0.000343807,5.0
0.000388537,5.0
0.00044231,5.0
0.000516318,5.0
0.000571365,5.0
0.000615538,5.0
0.000672588,5.0
0.000725913,5.0
0.000788016,5.0
0.000840699,5.0
0.0008914319999999999,5.0
0.0009561309999999999,5.0
0.001032985,5.0
0.0010828629999999999,5.0
0.001134204,5.0
0.001185317,5.0
0.001235057,5.0
0.0012838749999999999,5.0
0.00133775,5.0
0.0013875579999999999,5.0
0.0014379669999999998,5.0
0.001483751,5.0
0.00153156,5.0
0.00158361,5.0
0.001629985,5.0
0.001679271,5.0
0.001728577,5.0
0.001773522,5.0
0.001827441,5.0
0.001884494,5.0
0.001925248,5.0
0.00210558,5.0
0.0021501140000000003,5.0
0.0022050970000000005,5.0
0.0022529500000000005,5.0
0.0023045830000000007,5.0
0.0023775320000000008,5.0
0.002436919000000001,5.0
0.002490153000000001,5.0
0.002543253000000001,5.0
0.002594025000000001,5.0
0.002647491000000001,5.0
0.002703125000000001,5.0
0.002754999000000001,5.0
0.002808284000000001,5.0
0.003135490000000001,5.0
0.0031788960000000014,5.0
0.0032214020000000012,5.0
0.003281353000000001,5.0
0.003321836000000001,5.0
0.003378553000000001,5.0
0.003423024000000001,5.0
0.003478160000000001,5.0
0.003522776000000001,5.0
0.003582451000000001,5.0
0.003630204000000001,5.0
0.003693420000000001,5.0
0.003743451000000001,5.0
0.003799632000000001,5.0
0.003843849000000001,5.0
0.0039056890000000013,5.0
0.003946050000000001,5.0
0.004001694000000001,5.0
0.004045937000000001,5.0
0.004101663000000001,5.0
0.004142319000000001,5.0
0.004199913000000001,5.0
0.004239920000000001,5.0
0.004290332000000001,5.0
0.004330573000000001,5.0
0.004384654000000001,5.0
0.004425186000000001,5.0
0.004478427000000001,5.0
0.004521287000000001,5.0
0.004577722,5.0
0.0046203600000000004,5.0
0.004668113000000001,5.0
0.0047365490000000005,5.0
0.004794196000000001,5.0
0.004852309000000001,5.0
0.004897402000000001,5.0
0.004953777000000001,5.0
0.005014522000000001,5.0
0.005083014000000001,5.0
0.005135749000000001,5.0
0.005196209000000001,5.0
0.005253919000000001,5.0
0.005309773000000001,5.0
0.005356919000000001,5.0
0.005414454000000001,5.0
0.005493854000000001,5.0
0.005542154000000001,5.0
